pos,genus,nominativ singular,nominativ plural
Substantiv,n,Gedichtlein,Gedichtlein
Substantiv,f,Gedichtsammlung,Gedichtsammlungen
Substantiv,n,Gedinge,Gedinge
Substantiv,n,Gedränge,Gedränge
Substantiv,f,Gedrücktheit,Gedrücktheiten
Substantiv,n,Geduldsspiel,Geduldsspiele
Substantiv,n,Gedächtnis,Gedächtnisse
Substantiv,m,Gedächtnisinhalt,Gedächtnisinhalte
Substantiv,f,Gedächtniskapelle,Gedächtniskapellen
Substantiv,f,Gedächtniskirche,Gedächtniskirchen
Substantiv,f,Gedächtnislücke,Gedächtnislücken
Substantiv,n,Gedächtnisprotokoll,Gedächtnisprotokolle
Substantiv,f,Gedächtnisstütze,Gedächtnisstützen
Substantiv,m,Gedächtnistag,Gedächtnistage
Substantiv,m,Gedächtnisverlust,Gedächtnisverluste
Substantiv,f,Gedächtniszelle,Gedächtniszellen
Substantiv,n,Gedärm,Gedärme
Substantiv,m,Geek,Geeks
Substantiv,f,Geest,Geesten
Substantiv,f,Gefahr,Gefahren
Substantiv,f,Gefahrenbekämpfung,Gefahrenbekämpfungen
Substantiv,n,Gefahrengebiet,Gefahrengebiete
Substantiv,f,Gefahrenmeldung,Gefahrenmeldungen
Substantiv,f,Gefahrenquelle,Gefahrenquellen
Substantiv,f,Gefahrenzone,Gefahrenzonen
Substantiv,f,Gefahrenzulage,Gefahrenzulagen
Substantiv,n,Gefahrgut,Gefahrgüter
Substantiv,m,Gefallen,Gefallen
Substantiv,m,Gefangenenaustausch,Gefangenenaustausche
Substantiv,f,Gefangenengewerkschaft,Gefangenengewerkschaften
Substantiv,n,Gefangenenlager,Gefangenenlager
Substantiv,f,Gefangenenliste,Gefangenenlisten
Substantiv,n,Gefangenenschiff,Gefangenenschiffe
Substantiv,m,Gefangenenzug,Gefangenenzüge
Substantiv,f,Gefangennahme,Gefangennahmen
Substantiv,f,Gefangenschaft,Gefangenschaften
Substantiv,m,Gefangenschaftsflüchtling,Gefangenschaftsflüchtlinge
Substantiv,n,Gefecht,Gefechte
Substantiv,m,Gefechtskopf,Gefechtsköpfe
Substantiv,f,Gefechtslage,Gefechtslagen
Substantiv,m,Gefechtsturm,Gefechtstürme
Substantiv,n,Gefieder,Gefieder
Substantiv,n,Gefilde,Gefilde
Substantiv,n,Geflecht,Geflechte
Substantiv,n,Geflügel,Geflügel
Substantiv,f,Geflügelhaltung,Geflügelhaltungen
Substantiv,m,Geflügelhändler,Geflügelhändler
Substantiv,f,Geflügelhändlerin,Geflügelhändlerinnen
Substantiv,f,Geflügelschere,Geflügelscheren
Substantiv,f,Geflügelzucht,Geflügelzuchten
Substantiv,n,Gefolge,Gefolge
Substantiv,f,Gefolgschaft,Gefolgschaften
Substantiv,n,Gefolgschaftsmitglied,Gefolgschaftsmitglieder
Substantiv,m,Gefrierbeutel,Gefrierbeutel
Substantiv,m,Gefrierbrand,Gefrierbrände
Substantiv,n,Gefrierfach,Gefrierfächer
Substantiv,n,Gefriergerät,Gefriergeräte
Substantiv,f,Gefriermaschine,Gefriermaschinen
Substantiv,m,Gefrierpunkt,Gefrierpunkte
Substantiv,m,Gefrierschrank,Gefrierschränke
Substantiv,f,Gefriertruhe,Gefriertruhen
Substantiv,f,Gefräßigkeit,Gefräßigkeiten
Substantiv,m,Gefährder,Gefährder
Substantiv,f,Gefährderansprache,Gefährderansprachen
Substantiv,f,Gefährderin,Gefährderinnen
Substantiv,f,Gefährdung,Gefährdungen
Substantiv,n,Gefährt,Gefährte
Substantiv,m,Gefährte,Gefährten
Substantiv,f,Gefährtin,Gefährtinnen
Substantiv,n,Gefälle,Gefälle
Substantiv,f,Gefälligkeit,Gefälligkeiten
Substantiv,n,Gefälligkeitsgutachten,Gefälligkeitsgutachten
Substantiv,f,Gefälligkeitslüge,Gefälligkeitslügen
Substantiv,m,Gefälligkeitsstempel,Gefälligkeitsstempel
Substantiv,m,Gefälligkeitszeuge,Gefälligkeitszeugen
Substantiv,n,Gefälligkeitszeugnis,Gefälligkeitszeugnisse
Substantiv,n,Gefängnis,Gefängnisse
Substantiv,f,Gefängnisakte,Gefängnisakten
Substantiv,m,Gefängnisarzt,Gefängnisärzte
Substantiv,m,Gefängnisaufseher,Gefängnisaufseher
Substantiv,f,Gefängnisaufseherin,Gefängnisaufseherinnen
Substantiv,f,Gefängnisbibliothek,Gefängnisbibliotheken
Substantiv,m,Gefängnischef,Gefängnischefs
Substantiv,m,Gefängnisdirektor,Gefängnisdirektoren
Substantiv,f,Gefängnisdirektorin,Gefängnisdirektorinnen
Substantiv,n,Gefängnisessen,Gefängnisessen
Substantiv,m,Gefängnishof,Gefängnishöfe
Substantiv,m,Gefängnisinsasse,Gefängnisinsassen
Substantiv,f,Gefängnisinsassin,Gefängnisinsassinnen
Substantiv,f,Gefängnisinsel,Gefängnisinseln
Substantiv,f,Gefängniskapelle,Gefängniskapellen
Substantiv,f,Gefängniskleidung,Gefängniskleidungen
Substantiv,n,Gefängniskrankenhaus,Gefängniskrankenhäuser
Substantiv,n,Gefängnislazarett,Gefängnislazarette
Substantiv,f,Gefängnisleitung,Gefängnisleitungen
Substantiv,f,Gefängnismauer,Gefängnismauern
Substantiv,n,Gefängnisschiff,Gefängnisschiffe
Substantiv,f,Gefängnisstrafe,Gefängnisstrafen
Substantiv,n,Gefängnistor,Gefängnistore
Substantiv,m,Gefängnistrakt,Gefängnistrakte
Substantiv,f,Gefängnisverwaltung,Gefängnisverwaltungen
Substantiv,m,Gefängniswärter,Gefängniswärter
Substantiv,f,Gefängniswärterin,Gefängniswärterinnen
Substantiv,f,Gefängniszelle,Gefängniszellen
Substantiv,f,Gefängnisärztin,Gefängnisärztinnen
Substantiv,n,Gefäß,Gefäße
Substantiv,f,Gefäßentzündung,Gefäßentzündungen
Substantiv,f,Gefäßflöte,Gefäßflöten
Substantiv,f,Gefäßläsion,Gefäßläsionen
Substantiv,f,Gefäßverengung,Gefäßverengungen
Substantiv,n,Gefüge,Gefüge
Substantiv,n,Gefühl,Gefühle
Substantiv,n,Gefühlsattribut,Gefühlsattribute
Substantiv,m,Gefühlsausbruch,Gefühlsausbrüche
Substantiv,m,Gefühlsausdruck,Gefühlsausdrücke
Substantiv,f,Gefühlsduselei,Gefühlsduseleien
Substantiv,f,Gefühlslage,Gefühlslagen
Substantiv,n,Gefühlsleben,Gefühlsleben
Substantiv,m,Gefühlslegastheniker,Gefühlslegastheniker
Substantiv,f,Gefühlslegasthenikerin,Gefühlslegasthenikerinnen
Substantiv,m,Gefühlsmensch,Gefühlsmenschen
Substantiv,f,Gefühlsregung,Gefühlsregungen
Substantiv,f,Gefühlsskala,Gefühlsskalen
Substantiv,m,Gefühlssturm,Gefühlsstürme
Substantiv,f,Gefühlstiefe,Gefühlstiefen
Substantiv,f,Gefühlswelt,Gefühlswelten
Substantiv,m,Gefühlszustand,Gefühlszustände
Substantiv,m,Gege,Gegen
Substantiv,f,Gegebenheit,Gegebenheiten
Substantiv,m,Gegenangriff,Gegenangriffe
Substantiv,m,Gegenantrag,Gegenanträge
Substantiv,f,Gegenanzeige,Gegenanzeigen
Substantiv,n,Gegenargument,Gegenargumente
Substantiv,f,Gegenbatterie,Gegenbatterien
Substantiv,m,Gegenbefehl,Gegenbefehle
Substantiv,f,Gegenbehauptung,Gegenbehauptungen
Substantiv,n,Gegenbeispiel,Gegenbeispiele
Substantiv,m,Gegenbesuch,Gegenbesuche
Substantiv,f,Gegenbewegung,Gegenbewegungen
Substantiv,m,Gegenbeweis,Gegenbeweise
Substantiv,m,Gegenbewerber,Gegenbewerber
Substantiv,f,Gegenbewerberin,Gegenbewerberinnen
Substantiv,n,Gegenbild,Gegenbilder
Substantiv,f,Gegend,Gegenden
Substantiv,f,Gegendarstellung,Gegendarstellungen
Substantiv,f,Gegendemonstration,Gegendemonstrationen
Substantiv,m,Gegendienst,Gegendienste
Substantiv,f,Gegendämmerung,Gegendämmerungen
Substantiv,f,Gegeneinladung,Gegeneinladungen
Substantiv,m,Gegenentwurf,Gegenentwürfe
Substantiv,f,Gegenfahrbahn,Gegenfahrbahnen
Substantiv,f,Gegenfinanzierung,Gegenfinanzierungen
Substantiv,f,Gegenforderung,Gegenforderungen
Substantiv,f,Gegenfrage,Gegenfragen
Substantiv,m,Gegenfüßler,Gegenfüßler
Substantiv,f,Gegengabe,Gegengaben
Substantiv,n,Gegengambit,Gegengambits
Substantiv,n,Gegengeschenk,Gegengeschenke
Substantiv,n,Gegengeschäft,Gegengeschäfte
Substantiv,f,Gegengewalt,Gegengewalten
Substantiv,n,Gegengewicht,Gegengewichte
Substantiv,n,Gegengift,Gegengifte
Substantiv,n,Gegenhermelin,Gegenhermeline
Substantiv,n,Gegenion,Gegenionen
Substantiv,m,Gegenkaiser,Gegenkaiser
Substantiv,f,Gegenkaiserin,Gegenkaiserinnen
Substantiv,m,Gegenkandidat,Gegenkandidaten
Substantiv,f,Gegenkandidatin,Gegenkandidatinnen
Substantiv,f,Gegenkathete,Gegenkatheten
Substantiv,f,Gegenklage,Gegenklagen
Substantiv,m,Gegenkläger,Gegenkläger
Substantiv,f,Gegenklägerin,Gegenklägerinnen
Substantiv,n,Gegenkompliment,Gegenkomplimente
Substantiv,n,Gegenkonto,Gegenkonten
Substantiv,n,Gegenkonzept,Gegenkonzepte
Substantiv,f,Gegenkraft,Gegenkräfte
Substantiv,f,Gegenkritik,Gegenkritiken
Substantiv,f,Gegenkultur,Gegenkulturen
Substantiv,m,Gegenkurs,Gegenkurse
Substantiv,m,Gegenkönig,Gegenkönige
Substantiv,f,Gegenleistung,Gegenleistungen
Substantiv,n,Gegenlicht,Gegenlichter
Substantiv,f,Gegenmaßnahme,Gegenmaßnahmen
Substantiv,n,Gegenmittel,Gegenmittel
Substantiv,f,Gegenoffensive,Gegenoffensiven
Substantiv,n,Gegenpapier,Gegenpapiere
Substantiv,m,Gegenpapst,Gegenpäpste
Substantiv,f,Gegenpartei,Gegenparteien
Substantiv,m,Gegenpol,Gegenpole
Substantiv,f,Gegenprobe,Gegenproben
Substantiv,f,Gegenreaktion,Gegenreaktionen
Substantiv,f,Gegenrede,Gegenreden
Substantiv,f,Gegenrichtung,Gegenrichtungen
Substantiv,m,Gegensatz,Gegensätze
Substantiv,n,Gegensatzwort,Gegensatzwörter
Substantiv,f,Gegenschattierung,Gegenschattierungen
Substantiv,m,Gegenschlag,Gegenschläge
Substantiv,m,Gegenschock,Gegenschocks
Substantiv,f,Gegenschwieger,Gegenschwieger
Substantiv,m,Gegenschwäher,Gegenschwäher
Substantiv,f,Gegenseite,Gegenseiten
Substantiv,f,Gegenseitigkeit,Gegenseitigkeiten
Substantiv,n,Gegenserum,Gegenseren
Substantiv,f,Gegenspannung,Gegenspannungen
Substantiv,n,Gegenspiel,Gegenspiele
Substantiv,m,Gegenspieler,Gegenspieler
Substantiv,f,Gegenspielerin,Gegenspielerinnen
Substantiv,f,Gegensprache,Gegensprachen
Substantiv,f,Gegensprechanlage,Gegensprechanlagen
Substantiv,m,Gegenstand,Gegenstände
Substantiv,n,Gegenstandswort,Gegenstandswörter
Substantiv,m,Gegenstempel,Gegenstempel
Substantiv,f,Gegenstimme,Gegenstimmen
Substantiv,m,Gegenstoff,Gegenstoffe
Substantiv,m,Gegenstoß,Gegenstöße
Substantiv,f,Gegenstrategie,Gegenstrategien
Substantiv,m,Gegenstrom,Gegenströme
Substantiv,f,Gegenströmung,Gegenströmungen
Substantiv,n,Gegenstück,Gegenstücke
Substantiv,n,Gegenteil,Gegenteile
Substantiv,f,Gegenthese,Gegenthesen
Substantiv,n,Gegentor,Gegentore
Substantiv,m,Gegentreffer,Gegentreffer
Substantiv,n,Gegenufer,Gegenufer
Substantiv,f,Gegenunterschrift,Gegenunterschriften
Substantiv,f,Gegenutopie,Gegenutopien
Substantiv,f,Gegenveranstaltung,Gegenveranstaltungen
Substantiv,f,Gegenversammlung,Gegenversammlungen
Substantiv,f,Gegenvisite,Gegenvisiten
Substantiv,m,Gegenvormund,Gegenvormunde
Substantiv,m,Gegenvorschlag,Gegenvorschläge
Substantiv,m,Gegenvorwurf,Gegenvorwürfe
Substantiv,f,Gegenwand,Gegenwände
Substantiv,f,Gegenwartskunst,Gegenwartskünste
Substantiv,n,Gegenwartsproblem,Gegenwartsprobleme
Substantiv,f,Gegenwartssprache,Gegenwartssprachen
Substantiv,f,Gegenwehr,Gegenwehren
Substantiv,f,Gegenweisung,Gegenweisungen
Substantiv,f,Gegenwelt,Gegenwelten
Substantiv,f,Gegenwende,Gegenwenden
Substantiv,m,Gegenwert,Gegenwerte
Substantiv,f,Gegenwirkung,Gegenwirkungen
Substantiv,m,Gegenwohner,Gegenwohner
Substantiv,f,Gegenzahl,Gegenzahlen
Substantiv,m,Gegenzeuge,Gegenzeugen
Substantiv,f,Gegenzeugin,Gegenzeuginnen
Substantiv,m,Gegenzug,Gegenzüge
Substantiv,f,Gegenüberstellung,Gegenüberstellungen
Substantiv,m,Gegner,Gegner
Substantiv,f,Gegnerin,Gegnerinnen
Substantiv,f,Gegnerschaft,Gegnerschaften
Substantiv,m,Gehabstand,Gehabstände
Substantiv,m,Gehalt,Gehalte
Substantiv,f,Gehaltsabrechnung,Gehaltsabrechnungen
Substantiv,m,Gehaltsabschluss,Gehaltsabschlüsse
Substantiv,m,Gehaltsempfänger,Gehaltsempfänger
Substantiv,f,Gehaltsempfängerin,Gehaltsempfängerinnen
Substantiv,f,Gehaltserhöhung,Gehaltserhöhungen
Substantiv,m,Gehaltslauf,Gehaltsläufe
Substantiv,f,Gehaltsliste,Gehaltslisten
Substantiv,m,Gehaltsstreifen,Gehaltsstreifen
Substantiv,n,Geheft,Gehefte
Substantiv,n,Gehege,Gehege
Substantiv,n,Geheimabkommen,Geheimabkommen
Substantiv,f,Geheimakte,Geheimakten
Substantiv,m,Geheimbericht,Geheimberichte
Substantiv,m,Geheimbund,Geheimbünde
Substantiv,m,Geheimcode,Geheimcodes
Substantiv,m,Geheimdienst,Geheimdienste
Substantiv,m,Geheimdienstausschuss,Geheimdienstausschüsse
Substantiv,f,Geheimdienstinformation,Geheimdienstinformationen
Substantiv,m,Geheimdienstler,Geheimdienstler
Substantiv,f,Geheimdienstlerin,Geheimdienstlerinnen
Substantiv,m,Geheimdienstmitarbeiter,Geheimdienstmitarbeiter
Substantiv,f,Geheimdienstmitarbeiterin,Geheimdienstmitarbeiterinnen
Substantiv,m,Geheimdienstoffizier,Geheimdienstoffiziere
Substantiv,f,Geheimdienstzentrale,Geheimdienstzentralen
Substantiv,n,Geheimfach,Geheimfächer
Substantiv,m,Geheimgang,Geheimgänge
Substantiv,n,Geheimgericht,Geheimgerichte
Substantiv,f,Geheimgesellschaft,Geheimgesellschaften
Substantiv,m,Geheimhaltungsgrad,Geheimhaltungsgrade
Substantiv,m,Geheimhaltungsvertrag,Geheimhaltungsverträge
Substantiv,m,Geheimkontakt,Geheimkontakte
Substantiv,n,Geheimmittel,Geheimmittel
Substantiv,f,Geheimnachricht,Geheimnachrichten
Substantiv,n,Geheimnis,Geheimnisse
Substantiv,f,Geheimniskrämerei,Geheimniskrämereien
Substantiv,f,Geheimnistuerei,Geheimnistuereien
Substantiv,f,Geheimnummer,Geheimnummern
Substantiv,n,Geheimpapier,Geheimpapiere
Substantiv,f,Geheimpolizei,Geheimpolizeien
Substantiv,m,Geheimpolizist,Geheimpolizisten
Substantiv,f,Geheimpolizistin,Geheimpolizistinnen
Substantiv,m,Geheimrat,Geheimräte
Substantiv,f,Geheimratsecke,Geheimratsecken
Substantiv,f,Geheimrune,Geheimrunen
Substantiv,f,Geheimrätin,Geheimrätinnen
Substantiv,f,Geheimsache,Geheimsachen
Substantiv,f,Geheimschrift,Geheimschriften
Substantiv,f,Geheimsprache,Geheimsprachen
Substantiv,m,Geheimtext,Geheimtexte
Substantiv,f,Geheimtinte,Geheimtinten
Substantiv,m,Geheimtipp,Geheimtipps
Substantiv,n,Geheimtreffen,Geheimtreffen
Substantiv,f,Geheimtür,Geheimtüren
Substantiv,n,Geheimversteck,Geheimverstecke
Substantiv,f,Geheimwaffe,Geheimwaffen
Substantiv,f,Geheimwissenschaft,Geheimwissenschaften
Substantiv,f,Geheimzahl,Geheimzahlen
Substantiv,n,Geheimzeichen,Geheimzeichen
Substantiv,f,Geheißperson,Geheißpersonen
Substantiv,f,Gehhilfe,Gehhilfen
Substantiv,m,Gehilfe,Gehilfen
Substantiv,f,Gehilfin,Gehilfinnen
Substantiv,n,Gehirn,Gehirne
Substantiv,m,Gehirnakrobat,Gehirnakrobaten
Substantiv,f,Gehirnakrobatin,Gehirnakrobatinnen
Substantiv,f,Gehirnblutung,Gehirnblutungen
Substantiv,f,Gehirnentzündung,Gehirnentzündungen
Substantiv,f,Gehirnerschütterung,Gehirnerschütterungen
Substantiv,m,Gehirnlappen,Gehirnlappen
Substantiv,f,Gehirnleistung,Gehirnleistungen
Substantiv,f,Gehirnschale,Gehirnschalen
Substantiv,m,Gehirnschlag,Gehirnschläge
Substantiv,f,Gehirnverletzung,Gehirnverletzungen
Substantiv,f,Gehirnwindung,Gehirnwindungen
Substantiv,f,Gehirnwäsche,Gehirnwäschen
Substantiv,f,Gehirnzelle,Gehirnzellen
Substantiv,f,Gehminute,Gehminuten
Substantiv,m,Gehpelz,Gehpelze
Substantiv,f,Gehrlade,Gehrladen
Substantiv,m,Gehrock,Gehröcke
Substantiv,f,Gehrung,Gehrungen
Substantiv,f,Gehrungsschere,Gehrungsscheren
Substantiv,f,Gehrungsschneidelade,Gehrungsschneideladen
Substantiv,m,Gehrungsstoß,Gehrungsstöße
Substantiv,f,Gehrungsstoßlade,Gehrungsstoßladen
Substantiv,f,Gehrungssäge,Gehrungssägen
Substantiv,m,Gehrungswinkel,Gehrungswinkel
Substantiv,m,Gehsteig,Gehsteige
Substantiv,m,Gehstock,Gehstöcke
Substantiv,f,Gehstraße,Gehstraßen
Substantiv,f,Gehstunde,Gehstunden
Substantiv,m,Gehversuch,Gehversuche
Substantiv,m,Gehweg,Gehwege
Substantiv,n,Gehänge,Gehänge
Substantiv,f,Gehässigkeit,Gehässigkeiten
Substantiv,n,Gehäuse,Gehäuse
Substantiv,f,Gehäuselüftung,Gehäuselüftungen
Substantiv,f,Gehäuseschale,Gehäuseschalen
Substantiv,n,Gehöft,Gehöfte
Substantiv,n,Gehölz,Gehölze
Substantiv,n,Gehör,Gehöre
Substantiv,m,Gehörgang,Gehörgänge
Substantiv,n,Gehörknöchelchen,Gehörknöchelchen
Substantiv,n,Gehörn,Gehörne
Substantiv,m,Gehörsinn,Gehörsinne
Substantiv,f,Gei,Geien
Substantiv,m,Geier,Geier
Substantiv,f,Geierschildkröte,Geierschildkröten
Substantiv,m,Geierschnabel,Geierschnäbel
Substantiv,f,Geige,Geigen
Substantiv,m,Geigenbauer,Geigenbauer
Substantiv,f,Geigenbauerin,Geigenbauerinnen
Substantiv,m,Geigenklang,Geigenklänge
Substantiv,m,Geigenkoffer,Geigenkoffer
Substantiv,n,Geigenkonzert,Geigenkonzerte
Substantiv,f,Geigensaite,Geigensaiten
Substantiv,m,Geigenspieler,Geigenspieler
Substantiv,f,Geigenspielerin,Geigenspielerinnen
Substantiv,f,Geigenstunde,Geigenstunden
Substantiv,m,Geigenton,Geigentöne
Substantiv,m,Geigenvirtuose,Geigenvirtuosen
Substantiv,f,Geigenvirtuosin,Geigenvirtuosinnen
Substantiv,m,Geiger,Geiger
Substantiv,f,Geigerin,Geigerinnen
Substantiv,m,Geigerzähler,Geigerzähler
Substantiv,f,Geilheit,Geilheiten
Substantiv,f,Geilstelle,Geilstellen
Substantiv,f,Geischa,Geischas
Substantiv,f,Geiselbefreiung,Geiselbefreiungen
Substantiv,n,Geiseldrama,Geiseldramen
Substantiv,f,Geiselerschießung,Geiselerschießungen
Substantiv,f,Geiselnahme,Geiselnahmen
Substantiv,m,Geiselnehmer,Geiselnehmer
Substantiv,f,Geiselnehmerin,Geiselnehmerinnen
Substantiv,m,Geiser,Geiser
Substantiv,f,Geisha,Geishas
Substantiv,f,Geisterbahn,Geisterbahnen
Substantiv,m,Geisterbahnhof,Geisterbahnhöfe
Substantiv,f,Geisterbeschwörung,Geisterbeschwörungen
Substantiv,m,Geisterfahrer,Geisterfahrer
Substantiv,f,Geisterfahrerin,Geisterfahrerinnen
Substantiv,f,Geisterflotte,Geisterflotten
Substantiv,f,Geistergeschichte,Geistergeschichten
Substantiv,f,Geisterhand,Geisterhände
Substantiv,n,Geisterhaus,Geisterhäuser
Substantiv,n,Geisternetz,Geisternetze
Substantiv,n,Geisterreich,Geisterreiche
Substantiv,n,Geisterschiff,Geisterschiffe
Substantiv,f,Geisterseherin,Geisterseherinnen
Substantiv,n,Geisterspiel,Geisterspiele
Substantiv,f,Geisterstadt,Geisterstädte
Substantiv,f,Geisterstunde,Geisterstunden
Substantiv,n,Geistertrio,Geistertrios
Substantiv,f,Geistesabwesenheit,Geistesabwesenheiten
Substantiv,m,Geistesblitz,Geistesblitze
Substantiv,f,Geistesgabe,Geistesgaben
Substantiv,f,Geisteshaltung,Geisteshaltungen
Substantiv,f,Geisteskrankheit,Geisteskrankheiten
Substantiv,n,Geistesleben,Geistesleben
Substantiv,f,Geistesrichtung,Geistesrichtungen
Substantiv,f,Geisteswissenschaft,Geisteswissenschaften
Substantiv,m,Geisteswissenschaftler,Geisteswissenschaftler
Substantiv,f,Geisteswissenschaftlerin,Geisteswissenschaftlerinnen
Substantiv,m,Geisteszustand,Geisteszustände
Substantiv,f,Geistreichelei,Geistreicheleien
Substantiv,m,Geiz,Geize
Substantiv,m,Geizhals,Geizhälse
Substantiv,m,Geizkragen,Geizkragen
Substantiv,f,Geiß,Geißen
Substantiv,m,Geißbock,Geißböcke
Substantiv,f,Geißel,Geißeln
Substantiv,f,Geißlerröhre,Geißlerröhren
Substantiv,f,Gekränktheit,Gekränktheiten
Substantiv,n,Gekrös,Gekröse
Substantiv,n,Gekröse,Gekröse
Substantiv,f,Geladeira,Geladeiras
Substantiv,n,Gelage,Gelage
Substantiv,n,Gelass,Gelasse
Substantiv,f,Gelatine,Gelatinen
Substantiv,m,Gelbaal,Gelbaale
Substantiv,f,Gelbbauchunke,Gelbbauchunken
Substantiv,m,Gelbbrustwaldsänger,Gelbbrustwaldsänger
Substantiv,f,Gelbfiebermücke,Gelbfiebermücken
Substantiv,m,Gelbfuß,Gelbfüße
Substantiv,n,Gelbkörperhormon,Gelbkörperhormone
Substantiv,f,Gelbphase,Gelbphasen
Substantiv,m,Gelbringfalter,Gelbringfalter
Substantiv,m,Gelbscheitelwaldsänger,Gelbscheitelwaldsänger
Substantiv,m,Gelbschnabeltaucher,Gelbschnabeltaucher
Substantiv,f,Gelbsperre,Gelbsperren
Substantiv,m,Gelbstirnwaldsänger,Gelbstirnwaldsänger
Substantiv,m,Gelbton,Gelbtöne
Substantiv,f,Gelbwurst,Gelbwürste
Substantiv,n,Geld,Gelder
Substantiv,m,Geldabfluss,Geldabflüsse
Substantiv,f,Geldangelegenheit,Geldangelegenheiten
Substantiv,f,Geldanlage,Geldanlagen
Substantiv,m,Geldaristokrat,Geldaristokraten
Substantiv,f,Geldauflage,Geldauflagen
Substantiv,f,Geldausgabe,Geldausgaben
Substantiv,m,Geldausgabeautomat,Geldausgabeautomaten
Substantiv,m,Geldautomat,Geldautomaten
Substantiv,m,Geldbaum,Geldbäume
Substantiv,m,Geldbehälter,Geldbehälter
Substantiv,f,Geldbeschaffung,Geldbeschaffungen
Substantiv,m,Geldbestand,Geldbestände
Substantiv,m,Geldbetrag,Geldbeträge
Substantiv,m,Geldbeutel,Geldbeutel
Substantiv,f,Geldbombe,Geldbomben
Substantiv,f,Geldbuße,Geldbußen
Substantiv,f,Geldbörse,Geldbörsen
Substantiv,n,Geldchen,Geldchen
Substantiv,m,Geldeingang,Geldeingänge
Substantiv,f,Geldentwertung,Geldentwertungen
Substantiv,m,Gelderwerb,Gelderwerbe
Substantiv,m,Geldfälscher,Geldfälscher
Substantiv,f,Geldfälscherin,Geldfälscherinnen
Substantiv,m,Geldgeber,Geldgeber
Substantiv,f,Geldgeberin,Geldgeberinnen
Substantiv,n,Geldgeschenk,Geldgeschenke
Substantiv,f,Geldgeschichte,Geldgeschichten
Substantiv,n,Geldgeschäft,Geldgeschäfte
Substantiv,n,Geldhaus,Geldhäuser
Substantiv,n,Geldinstitut,Geldinstitute
Substantiv,f,Geldkarte,Geldkarten
Substantiv,f,Geldkassette,Geldkassetten
Substantiv,f,Geldkatze,Geldkatzen
Substantiv,m,Geldkoffer,Geldkoffer
Substantiv,m,Geldmangel,Geldmängel
Substantiv,m,Geldmarktfonds,Geldmarktfonds
Substantiv,f,Geldmenge,Geldmengen
Substantiv,m,Geldmensch,Geldmenschen
Substantiv,n,Geldmuseum,Geldmuseen
Substantiv,f,Geldnot,Geldnöte
Substantiv,f,Geldpolitik,Geldpolitiken
Substantiv,n,Geldproblem,Geldprobleme
Substantiv,m,Geldregen,Geldregen
Substantiv,m,Geldsack,Geldsäcke
Substantiv,f,Geldsammlung,Geldsammlungen
Substantiv,m,Geldschein,Geldscheine
Substantiv,m,Geldschrank,Geldschränke
Substantiv,m,Geldsektor,Geldsektoren
Substantiv,m,Geldspeicher,Geldspeicher
Substantiv,f,Geldspende,Geldspenden
Substantiv,f,Geldstrafe,Geldstrafen
Substantiv,n,Geldstück,Geldstücke
Substantiv,f,Geldsumme,Geldsummen
Substantiv,n,Geldsystem,Geldsysteme
Substantiv,f,Geldtasche,Geldtaschen
Substantiv,m,Geldtopf,Geldtöpfe
Substantiv,m,Geldtransport,Geldtransporte
Substantiv,m,Geldumlauf,Geldumläufe
Substantiv,f,Geldverlegenheit,Geldverlegenheiten
Substantiv,m,Geldverleih,Geldverleihe
Substantiv,m,Geldverleiher,Geldverleiher
Substantiv,f,Geldverleiherin,Geldverleiherinnen
Substantiv,m,Geldverlust,Geldverluste
Substantiv,f,Geldverschwendung,Geldverschwendungen
Substantiv,m,Geldverächter,Geldverächter
Substantiv,m,Geldwechsel,Geldwechsel
Substantiv,m,Geldwechsler,Geldwechsler
Substantiv,f,Geldwäsche,Geldwäschen
Substantiv,m,Geldwäscher,Geldwäscher
Substantiv,f,Geldwäscherei,Geldwäschereien
Substantiv,f,Geldwäscherin,Geldwäscherinnen
Substantiv,m,Geldzufluss,Geldzuflüsse
Substantiv,f,Geldübergabe,Geldübergaben
Substantiv,n,Gelege,Gelege
Substantiv,f,Gelegenheit,Gelegenheiten
Substantiv,f,Gelegenheitsarbeit,Gelegenheitsarbeiten
Substantiv,f,Gelegenheitsbildung,Gelegenheitsbildungen
Substantiv,n,Gelegenheitsgedicht,Gelegenheitsgedichte
Substantiv,m,Gelegenheitstäter,Gelegenheitstäter
Substantiv,m,Gelehrtenkreis,Gelehrtenkreise
Substantiv,f,Gelehrtenschule,Gelehrtenschulen
Substantiv,f,Gelehrtenwelt,Gelehrtenwelten
Substantiv,n,Geleise,Geleise
Substantiv,n,Geleit,Geleite
Substantiv,f,Geleiterin,Geleiterinnen
Substantiv,f,Geleitstraße,Geleitstraßen
Substantiv,m,Geleitzug,Geleitzüge
Substantiv,n,Gelenk,Gelenke
Substantiv,m,Gelenkschmerz,Gelenkschmerzen
Substantiv,f,Gelenkstelle,Gelenkstellen
Substantiv,n,Geliermittel,Geliermittel
Substantiv,m,Gelierzucker,Gelierzucker
Substantiv,f,Gelse,Gelsen
Substantiv,m,Gelsendippel,Gelsendippel
Substantiv,m,Gelsenkirchener,Gelsenkirchener
Substantiv,f,Gelsenkirchenerin,Gelsenkirchenerinnen
Substantiv,m,Gelsentippel,Gelsentippel
Substantiv,n,Geltungsbedürfnis,Geltungsbedürfnisse
